KG1 lines of sight, obtained from drawing K09000100 Issue E dated 16/01/99 (20°-320°) -resampling using cubic interpolation A.Boboc 27/01/2014
Temperature R1 R2 R3 R4 R5 R6 R7 R8 Z1 Z2 Z3 Z4 Z5 Z6 Z7 Z8 A1 A2 A3 A4 A5 A6 A7 A8 
deg.C m m m m m m m m m m m m m m m m rad rad rad rad rad rad rad rad 
141 1.8884 2.7008 3.0384 3.7354 3 3 3 3 0 0 0 0 -0.60993 -0.37399 -0.14687 0.18756 1.5708 1.5703 -1.5672 1.5708 0.3901 0.1681 -0.0389 -0.2437 
142 1.8884 2.7008 3.0384 3.7355 3 3 3 3 0 0 0 0 -0.60996 -0.374 -0.14687 0.18757 1.5708 1.5703 -1.5672 1.5708 0.3901 0.1681 -0.0389 -0.2437 
143 1.8884 2.7008 3.0384 3.7355 3 3 3 3 0 0 0 0 -0.60998 -0.37401 -0.14687 0.18758 1.5708 1.5703 -1.5672 1.5708 0.3901 0.1681 -0.0389 -0.2437 
144 1.8885 2.7009 3.0384 3.7355 3 3 3 3 0 0 0 0 -0.61 -0.37402 -0.14687 0.18759 1.5708 1.5703 -1.5672 1.5708 0.3901 0.1681 -0.0389 -0.2437 
145 1.8885 2.7009 3.0385 3.7356 3 3 3 3 0 0 0 0 -0.61002 -0.37403 -0.14687 0.1876 1.5708 1.5703 -1.5672 1.5708 0.3901 0.1681 -0.0389 -0.2437 
146 1.8885 2.7009 3.0385 3.7356 3 3 3 3 0 0 0 0 -0.61005 -0.37404 -0.14688 0.18762 1.5708 1.5702 -1.5672 1.5708 0.3901 0.1681 -0.0389 -0.2437 
147 1.8885 2.7009 3.0385 3.7357 3 3 3 3 0 0 0 0 -0.61007 -0.37405 -0.14688 0.18763 1.5708 1.5702 -1.5672 1.5708 0.3901 0.1681 -0.0389 -0.2437 
148 1.8885 2.7009 3.0385 3.7357 3 3 3 3 0 0 0 0 -0.61009 -0.37406 -0.14688 0.18764 1.5708 1.5702 -1.5672 1.5708 0.3901 0.1681 -0.0389 -0.2437 
149 1.8886 2.7009 3.0385 3.7358 3 3 3 3 0 0 0 0 -0.61012 -0.37407 -0.14688 0.18765 1.5708 1.5702 -1.5672 1.5708 0.3901 0.1681 -0.0389 -0.2437 
150 1.8886 2.7009 3.0386 3.7358 3 3 3 3 0 0 0 0 -0.61014 -0.37408 -0.14688 0.18767 1.5708 1.5702 -1.5672 1.5708 0.3901 0.1681 -0.0389 -0.2437 
151 1.8886 2.701 3.0386 3.7358 3 3 3 3 0 0 0 0 -0.61016 -0.37409 -0.14688 0.18768 1.5708 1.5702 -1.5672 1.5708 0.3901 0.1681 -0.0389 -0.2437 
152 1.8886 2.701 3.0386 3.7359 3 3 3 3 0 0 0 0 -0.61019 -0.3741 -0.14689 0.18769 1.5708 1.5702 -1.5672 1.5708 0.3901 0.1681 -0.0389 -0.2437 
153 1.8887 2.701 3.0386 3.7359 3 3 3 3 0 0 0 0 -0.61021 -0.37411 -0.14689 0.1877 1.5708 1.5702 -1.5672 1.5708 0.3901 0.1681 -0.0389 -0.2437 
154 1.8887 2.701 3.0386 3.736 3 3 3 3 0 0 0 0 -0.61023 -0.37412 -0.14689 0.18771 1.5708 1.5702 -1.5672 1.5708 0.3901 0.1681 -0.0389 -0.2437 
155 1.8887 2.701 3.0387 3.736 3 3 3 3 0 0 0 0 -0.61025 -0.37414 -0.14689 0.18773 1.5708 1.5702 -1.5672 1.5708 0.3901 0.1681 -0.0389 -0.2437 
156 1.8887 2.701 3.0387 3.7361 3 3 3 3 0 0 0 0 -0.61028 -0.37415 -0.14689 0.18774 1.5708 1.5702 -1.5672 1.5708 0.3901 0.1681 -0.0389 -0.2437 
157 1.8887 2.701 3.0387 3.7361 3 3 3 3 0 0 0 0 -0.6103 -0.37416 -0.14689 0.18775 1.5708 1.5702 -1.5673 1.5708 0.3901 0.1681 -0.0389 -0.2437 
158 1.8888 2.701 3.0387 3.7362 3 3 3 3 0 0 0 0 -0.61032 -0.37417 -0.14689 0.18776 1.5708 1.5702 -1.5673 1.5708 0.3901 0.1681 -0.0389 -0.2437 
159 1.8888 2.7011 3.0388 3.7362 3 3 3 3 0 0 0 0 -0.61035 -0.37418 -0.14689 0.18777 1.5708 1.5702 -1.5673 1.5708 0.3901 0.1681 -0.0389 -0.2437 
160 1.8888 2.7011 3.0388 3.7362 3 3 3 3 0 0 0 0 -0.61037 -0.37419 -0.1469 0.18778 1.5708 1.5702 -1.5673 1.5708 0.3901 0.1681 -0.0389 -0.2437 
161 1.8888 2.7011 3.0388 3.7363 3 3 3 3 0 0 0 0 -0.61039 -0.3742 -0.1469 0.1878 1.5708 1.5701 -1.5673 1.5708 0.3901 0.1681 -0.0389 -0.2437 
162 1.8888 2.7011 3.0388 3.7363 3 3 3 3 0 0 0 0 -0.61042 -0.37421 -0.1469 0.18781 1.5708 1.5701 -1.5673 1.5708 0.3901 0.1681 -0.0389 -0.2437 
163 1.8889 2.7011 3.0388 3.7364 3 3 3 3 0 0 0 0 -0.61044 -0.37422 -0.1469 0.18782 1.5708 1.5701 -1.5673 1.5708 0.3901 0.1681 -0.0389 -0.2437 
164 1.8889 2.7011 3.0389 3.7364 3 3 3 3 0 0 0 0 -0.61046 -0.37423 -0.1469 0.18783 1.5708 1.5701 -1.5673 1.5708 0.3901 0.1681 -0.0389 -0.2437 
165 1.8889 2.7011 3.0389 3.7365 3 3 3 3 0 0 0 0 -0.61048 -0.37424 -0.1469 0.18784 1.5708 1.5701 -1.5673 1.5708 0.3901 0.1681 -0.0389 -0.2437 
166 1.8889 2.7011 3.0389 3.7365 3 3 3 3 0 0 0 0 -0.61051 -0.37426 -0.1469 0.18785 1.5708 1.5701 -1.5673 1.5708 0.3901 0.1681 -0.0389 -0.2437 
167 1.8889 2.7012 3.0389 3.7366 3 3 3 3 0 0 0 0 -0.61053 -0.37427 -0.1469 0.18787 1.5708 1.5701 -1.5673 1.5708 0.3901 0.1681 -0.0389 -0.2437 
168 1.889 2.7012 3.039 3.7366 3 3 3 3 0 0 0 0 -0.61055 -0.37428 -0.1469 0.18788 1.5708 1.5701 -1.5673 1.5708 0.3901 0.1681 -0.0389 -0.2437 
169 1.889 2.7012 3.039 3.7367 3 3 3 3 0 0 0 0 -0.61058 -0.37429 -0.1469 0.18789 1.5708 1.5701 -1.5673 1.5708 0.3901 0.1681 -0.0389 -0.2437 
170 1.889 2.7012 3.039 3.7367 3 3 3 3 0 0 0 0 -0.6106 -0.3743 -0.1469 0.1879 1.5708 1.5701 -1.5673 1.5708 0.3901 0.1681 -0.0389 -0.2437 
171 1.889 2.7012 3.039 3.7367 3 3 3 3 0 0 0 0 -0.61062 -0.37431 -0.1469 0.18791 1.5708 1.5701 -1.5673 1.5708 0.3901 0.1681 -0.0389 -0.2437 
172 1.889 2.7012 3.039 3.7368 3 3 3 3 0 0 0 0 -0.61065 -0.37432 -0.1469 0.18792 1.5708 1.5701 -1.5673 1.5708 0.3901 0.1681 -0.0389 -0.2437 
173 1.8891 2.7012 3.0391 3.7368 3 3 3 3 0 0 0 0 -0.61067 -0.37433 -0.1469 0.18793 1.5708 1.5701 -1.5673 1.5708 0.3901 0.1681 -0.0389 -0.2437 
174 1.8891 2.7013 3.0391 3.7369 3 3 3 3 0 0 0 0 -0.61069 -0.37435 -0.1469 0.18794 1.5708 1.5701 -1.5673 1.5708 0.3901 0.1681 -0.0389 -0.2437 
175 1.8891 2.7013 3.0391 3.7369 3 3 3 3 0 0 0 0 -0.61072 -0.37436 -0.1469 0.18796 1.5708 1.5701 -1.5673 1.5708 0.3901 0.1681 -0.0389 -0.2437 
176 1.8891 2.7013 3.0391 3.737 3 3 3 3 0 0 0 0 -0.61074 -0.37437 -0.1469 0.18797 1.5708 1.5701 -1.5673 1.5708 0.3901 0.1681 -0.0389 -0.2437 
177 1.8891 2.7013 3.0392 3.737 3 3 3 3 0 0 0 0 -0.61076 -0.37438 -0.1469 0.18798 1.5708 1.5701 -1.5673 1.5708 0.3901 0.1681 -0.0389 -0.2437 
178 1.8892 2.7013 3.0392 3.7371 3 3 3 3 0 0 0 0 -0.61079 -0.37439 -0.1469 0.18799 1.5708 1.5701 -1.5673 1.5708 0.3901 0.1681 -0.0389 -0.2437 
179 1.8892 2.7013 3.0392 3.7371 3 3 3 3 0 0 0 0 -0.61081 -0.3744 -0.1469 0.188 1.5708 1.5701 -1.5673 1.5708 0.3901 0.1681 -0.0389 -0.2437 
180 1.8892 2.7013 3.0392 3.7372 3 3 3 3 0 0 0 0 -0.61083 -0.37441 -0.1469 0.18801 1.5708 1.5701 -1.5673 1.5708 0.3901 0.1681 -0.0389 -0.2437 
181 1.8892 2.7013 3.0392 3.7372 3 3 3 3 0 0 0 0 -0.61086 -0.37443 -0.1469 0.18802 1.5708 1.5701 -1.5673 1.5708 0.3901 0.1681 -0.0389 -0.2437 
182 1.8892 2.7013 3.0393 3.7373 3 3 3 3 0 0 0 0 -0.61088 -0.37444 -0.1469 0.18803 1.5708 1.5701 -1.5673 1.5708 0.3901 0.1681 -0.0389 -0.2437 
183 1.8892 2.7014 3.0393 3.7373 3 3 3 3 0 0 0 0 -0.6109 -0.37445 -0.1469 0.18804 1.5708 1.57 -1.5673 1.5708 0.3901 0.1681 -0.0389 -0.2437 
184 1.8893 2.7014 3.0393 3.7374 3 3 3 3 0 0 0 0 -0.61093 -0.37446 -0.1469 0.18805 1.5708 1.57 -1.5673 1.5708 0.3901 0.1681 -0.0389 -0.2437 
185 1.8893 2.7014 3.0393 3.7374 3 3 3 3 0 0 0 0 -0.61095 -0.37447 -0.1469 0.18806 1.5708 1.57 -1.5673 1.5708 0.3901 0.1681 -0.0389 -0.2437 
186 1.8893 2.7014 3.0393 3.7375 3 3 3 3 0 0 0 0 -0.61097 -0.37449 -0.1469 0.18807 1.5708 1.57 -1.5673 1.5708 0.3901 0.1681 -0.0389 -0.2437 
187 1.8893 2.7014 3.0394 3.7375 3 3 3 3 0 0 0 0 -0.611 -0.3745 -0.1469 0.18809 1.5708 1.57 -1.5673 1.5708 0.3901 0.1681 -0.0389 -0.2437 
188 1.8893 2.7014 3.0394 3.7375 3 3 3 3 0 0 0 0 -0.61102 -0.37451 -0.1469 0.1881 1.5708 1.57 -1.5673 1.5708 0.3901 0.1681 -0.0389 -0.2437 
189 1.8894 2.7014 3.0394 3.7376 3 3 3 3 0 0 0 0 -0.61104 -0.37452 -0.1469 0.18811 1.5708 1.57 -1.5674 1.5708 0.3901 0.1681 -0.0389 -0.2437 
190 1.8894 2.7014 3.0394 3.7376 3 3 3 3 0 0 0 0 -0.61107 -0.37453 -0.1469 0.18812 1.5708 1.57 -1.5674 1.5708 0.3901 0.1681 -0.0389 -0.2437 
191 1.8894 2.7014 3.0395 3.7377 3 3 3 3 0 0 0 0 -0.61109 -0.37455 -0.1469 0.18813 1.5708 1.57 -1.5674 1.5708 0.3901 0.1681 -0.0389 -0.2437 
192 1.8894 2.7015 3.0395 3.7377 3 3 3 3 0 0 0 0 -0.61111 -0.37456 -0.1469 0.18814 1.5708 1.57 -1.5674 1.5708 0.3901 0.1681 -0.0389 -0.2437 
193 1.8894 2.7015 3.0395 3.7378 3 3 3 3 0 0 0 0 -0.61114 -0.37457 -0.1469 0.18815 1.5708 1.57 -1.5674 1.5708 0.3901 0.1681 -0.0389 -0.2437 
194 1.8894 2.7015 3.0395 3.7378 3 3 3 3 0 0 0 0 -0.61116 -0.37458 -0.1469 0.18816 1.5708 1.57 -1.5674 1.5708 0.3901 0.1681 -0.0389 -0.2437 
195 1.8895 2.7015 3.0395 3.7379 3 3 3 3 0 0 0 0 -0.61118 -0.37459 -0.1469 0.18817 1.5708 1.57 -1.5674 1.5708 0.3901 0.1681 -0.0389 -0.2437 
196 1.8895 2.7015 3.0396 3.7379 3 3 3 3 0 0 0 0 -0.61121 -0.37461 -0.1469 0.18818 1.5708 1.57 -1.5674 1.5708 0.3901 0.1681 -0.0389 -0.2437 
197 1.8895 2.7015 3.0396 3.738 3 3 3 3 0 0 0 0 -0.61123 -0.37462 -0.1469 0.18819 1.5708 1.57 -1.5674 1.5708 0.3901 0.1681 -0.0389 -0.2437 
198 1.8895 2.7015 3.0396 3.738 3 3 3 3 0 0 0 0 -0.61125 -0.37463 -0.1469 0.1882 1.5708 1.57 -1.5674 1.5708 0.3901 0.1681 -0.0389 -0.2437 
199 1.8895 2.7015 3.0396 3.7381 3 3 3 3 0 0 0 0 -0.61128 -0.37464 -0.1469 0.18821 1.5708 1.57 -1.5674 1.5708 0.3901 0.1681 -0.0389 -0.2437 
200 1.8895 2.7015 3.0396 3.7381 3 3 3 3 0 0 0 0 -0.6113 -0.37466 -0.1469 0.18822 1.5708 1.57 -1.5674 1.5708 0.3901 0.1681 -0.0389 -0.2437 
201 1.8896 2.7015 3.0397 3.7382 3 3 3 3 0 0 0 0 -0.61133 -0.37467 -0.1469 0.18823 1.5708 1.57 -1.5674 1.5708 0.3901 0.1681 -0.0389 -0.2437 
202 1.8896 2.7016 3.0397 3.7382 3 3 3 3 0 0 0 0 -0.61135 -0.37468 -0.1469 0.18824 1.5708 1.57 -1.5674 1.5708 0.3901 0.1681 -0.0389 -0.2437 
203 1.8896 2.7016 3.0397 3.7383 3 3 3 3 0 0 0 0 -0.61137 -0.37469 -0.1469 0.18825 1.5708 1.57 -1.5674 1.5708 0.3901 0.1681 -0.0389 -0.2437 
204 1.8896 2.7016 3.0397 3.7383 3 3 3 3 0 0 0 0 -0.6114 -0.3747 -0.1469 0.18826 1.5708 1.57 -1.5674 1.5708 0.3901 0.1681 -0.0389 -0.2437 
205 1.8896 2.7016 3.0397 3.7384 3 3 3 3 0 0 0 0 -0.61142 -0.37472 -0.1469 0.18827 1.5708 1.57 -1.5674 1.5708 0.3901 0.1681 -0.0389 -0.2437 
206 1.8896 2.7016 3.0398 3.7384 3 3 3 3 0 0 0 0 -0.61144 -0.37473 -0.1469 0.18828 1.5708 1.57 -1.5674 1.5708 0.3901 0.1681 -0.0389 -0.2437 
207 1.8897 2.7016 3.0398 3.7385 3 3 3 3 0 0 0 0 -0.61147 -0.37474 -0.1469 0.18829 1.5708 1.57 -1.5674 1.5708 0.3901 0.1681 -0.0389 -0.2437 
208 1.8897 2.7016 3.0398 3.7385 3 3 3 3 0 0 0 0 -0.61149 -0.37475 -0.1469 0.1883 1.5708 1.57 -1.5674 1.5708 0.3901 0.1681 -0.0389 -0.2437 
209 1.8897 2.7016 3.0398 3.7386 3 3 3 3 0 0 0 0 -0.61151 -0.37477 -0.1469 0.18831 1.5708 1.57 -1.5674 1.5708 0.3901 0.1681 -0.0389 -0.2437 
210 1.8897 2.7016 3.0398 3.7386 3 3 3 3 0 0 0 0 -0.61154 -0.37478 -0.1469 0.18832 1.5708 1.57 -1.5674 1.5708 0.3901 0.1681 -0.0389 -0.2437 
211 1.8897 2.7016 3.0399 3.7387 3 3 3 3 0 0 0 0 -0.61156 -0.37479 -0.1469 0.18833 1.5708 1.57 -1.5674 1.5708 0.3901 0.1681 -0.0389 -0.2437 
212 1.8897 2.7016 3.0399 3.7387 3 3 3 3 0 0 0 0 -0.61159 -0.3748 -0.1469 0.18834 1.5708 1.57 -1.5674 1.5708 0.3901 0.1681 -0.0389 -0.2437 
213 1.8898 2.7017 3.0399 3.7388 3 3 3 3 0 0 0 0 -0.61161 -0.37482 -0.1469 0.18835 1.5708 1.57 -1.5674 1.5708 0.3901 0.1681 -0.0389 -0.2437 
214 1.8898 2.7017 3.0399 3.7388 3 3 3 3 0 0 0 0 -0.61163 -0.37483 -0.1469 0.18836 1.5708 1.5699 -1.5674 1.5708 0.3901 0.1681 -0.0389 -0.2437 
215 1.8898 2.7017 3.0399 3.7389 3 3 3 3 0 0 0 0 -0.61166 -0.37484 -0.1469 0.18837 1.5708 1.5699 -1.5674 1.5708 0.3901 0.1681 -0.0389 -0.2437 
216 1.8898 2.7017 3.04 3.7389 3 3 3 3 0 0 0 0 -0.61168 -0.37485 -0.1469 0.18838 1.5708 1.5699 -1.5674 1.5708 0.3901 0.1681 -0.0389 -0.2437 
217 1.8898 2.7017 3.04 3.739 3 3 3 3 0 0 0 0 -0.6117 -0.37486 -0.1469 0.18839 1.5708 1.5699 -1.5674 1.5708 0.3901 0.1681 -0.0389 -0.2437 
218 1.8898 2.7017 3.04 3.739 3 3 3 3 0 0 0 0 -0.61173 -0.37488 -0.1469 0.1884 1.5708 1.5699 -1.5674 1.5708 0.3901 0.1681 -0.0389 -0.2437 
219 1.8899 2.7017 3.04 3.7391 3 3 3 3 0 0 0 0 -0.61175 -0.37489 -0.1469 0.18841 1.5708 1.5699 -1.5674 1.5708 0.3901 0.1681 -0.0389 -0.2437 
220 1.8899 2.7017 3.0401 3.7391 3 3 3 3 0 0 0 0 -0.61178 -0.3749 -0.1469 0.18843 1.5708 1.5699 -1.5674 1.5708 0.3901 0.1681 -0.0389 -0.2437 
221 1.8899 2.7017 3.0401 3.7392 3 3 3 3 0 0 0 0 -0.6118 -0.37491 -0.1469 0.18844 1.5708 1.5699 -1.5674 1.5708 0.3901 0.1681 -0.0389 -0.2437 
222 1.8899 2.7017 3.0401 3.7392 3 3 3 3 0 0 0 0 -0.61182 -0.37493 -0.1469 0.18845 1.5708 1.5699 -1.5674 1.5708 0.3901 0.1681 -0.0389 -0.2437 
223 1.8899 2.7018 3.0401 3.7393 3 3 3 3 0 0 0 0 -0.61185 -0.37494 -0.1469 0.18846 1.5708 1.5699 -1.5674 1.5708 0.3901 0.1681 -0.0389 -0.2437 
224 1.8899 2.7018 3.0401 3.7393 3 3 3 3 0 0 0 0 -0.61187 -0.37495 -0.1469 0.18847 1.5708 1.5699 -1.5674 1.5708 0.3901 0.1681 -0.0389 -0.2437 
225 1.89 2.7018 3.0402 3.7394 3 3 3 3 0 0 0 0 -0.61189 -0.37496 -0.1469 0.18848 1.5708 1.5699 -1.5674 1.5708 0.3901 0.1681 -0.0389 -0.2437 
226 1.89 2.7018 3.0402 3.7394 3 3 3 3 0 0 0 0 -0.61192 -0.37497 -0.1469 0.18849 1.5708 1.5699 -1.5674 1.5708 0.3901 0.1681 -0.0389 -0.2437 
227 1.89 2.7018 3.0402 3.7394 3 3 3 3 0 0 0 0 -0.61194 -0.37499 -0.1469 0.1885 1.5708 1.5699 -1.5674 1.5708 0.3901 0.1681 -0.0389 -0.2437 
228 1.89 2.7018 3.0402 3.7395 3 3 3 3 0 0 0 0 -0.61197 -0.375 -0.1469 0.18851 1.5708 1.5699 -1.5674 1.5708 0.3901 0.1681 -0.0389 -0.2437 
229 1.89 2.7018 3.0402 3.7395 3 3 3 3 0 0 0 0 -0.61199 -0.37501 -0.1469 0.18852 1.5708 1.5699 -1.5674 1.5708 0.3901 0.1681 -0.0389 -0.2437 
230 1.89 2.7018 3.0403 3.7396 3 3 3 3 0 0 0 0 -0.61201 -0.37502 -0.1469 0.18853 1.5708 1.5699 -1.5674 1.5708 0.3901 0.1681 -0.0389 -0.2437 
231 1.8901 2.7018 3.0403 3.7396 3 3 3 3 0 0 0 0 -0.61204 -0.37503 -0.1469 0.18854 1.5708 1.5699 -1.5674 1.5708 0.3901 0.1681 -0.0389 -0.2437 
232 1.8901 2.7018 3.0403 3.7397 3 3 3 3 0 0 0 0 -0.61206 -0.37504 -0.1469 0.18855 1.5708 1.5699 -1.5674 1.5708 0.3901 0.1681 -0.0389 -0.2437 
233 1.8901 2.7019 3.0403 3.7397 3 3 3 3 0 0 0 0 -0.61208 -0.37506 -0.1469 0.18856 1.5708 1.5699 -1.5674 1.5708 0.3901 0.1681 -0.0389 -0.2437 
234 1.8901 2.7019 3.0403 3.7398 3 3 3 3 0 0 0 0 -0.61211 -0.37507 -0.1469 0.18857 1.5708 1.5699 -1.5674 1.5708 0.3901 0.1681 -0.0389 -0.2437 
235 1.8901 2.7019 3.0404 3.7398 3 3 3 3 0 0 0 0 -0.61213 -0.37508 -0.1469 0.18858 1.5708 1.5699 -1.5675 1.5708 0.3901 0.1681 -0.0389 -0.2437 
236 1.8901 2.7019 3.0404 3.7399 3 3 3 3 0 0 0 0 -0.61215 -0.37509 -0.1469 0.18859 1.5708 1.5699 -1.5675 1.5708 0.3901 0.1681 -0.0389 -0.2437 
237 1.8902 2.7019 3.0404 3.7399 3 3 3 3 0 0 0 0 -0.61218 -0.3751 -0.1469 0.1886 1.5708 1.5699 -1.5675 1.5708 0.3901 0.1681 -0.0389 -0.2437 
238 1.8902 2.7019 3.0404 3.74 3 3 3 3 0 0 0 0 -0.6122 -0.37511 -0.1469 0.18861 1.5708 1.5699 -1.5675 1.5708 0.3901 0.1681 -0.0389 -0.2437 
239 1.8902 2.7019 3.0404 3.74 3 3 3 3 0 0 0 0 -0.61222 -0.37513 -0.1469 0.18862 1.5708 1.5699 -1.5675 1.5708 0.3901 0.1681 -0.0389 -0.2437 
240 1.8902 2.7019 3.0405 3.7401 3 3 3 3 0 0 0 0 -0.61225 -0.37514 -0.1469 0.18863 1.5708 1.5699 -1.5675 1.5708 0.3901 0.1681 -0.0389 -0.2437 
241 1.8902 2.7019 3.0405 3.7401 3 3 3 3 0 0 0 0 -0.61227 -0.37515 -0.1469 0.18864 1.5708 1.5699 -1.5675 1.5708 0.3901 0.1681 -0.0389 -0.2437 
242 1.8903 2.7019 3.0405 3.7402 3 3 3 3 0 0 0 0 -0.6123 -0.37516 -0.1469 0.18866 1.5708 1.5699 -1.5675 1.5708 0.3901 0.1681 -0.0389 -0.2437 
243 1.8903 2.702 3.0405 3.7402 3 3 3 3 0 0 0 0 -0.61232 -0.37517 -0.1469 0.18867 1.5708 1.5699 -1.5675 1.5708 0.3901 0.1681 -0.0389 -0.2437 
244 1.8903 2.702 3.0406 3.7403 3 3 3 3 0 0 0 0 -0.61234 -0.37518 -0.1469 0.18868 1.5708 1.5698 -1.5675 1.5708 0.3901 0.1681 -0.0389 -0.2437 
245 1.8903 2.702 3.0406 3.7403 3 3 3 3 0 0 0 0 -0.61237 -0.37519 -0.1469 0.18869 1.5708 1.5698 -1.5675 1.5708 0.3901 0.1681 -0.0389 -0.2437 
246 1.8903 2.702 3.0406 3.7404 3 3 3 3 0 0 0 0 -0.61239 -0.3752 -0.1469 0.1887 1.5708 1.5698 -1.5675 1.5708 0.3901 0.1681 -0.0389 -0.2437 
247 1.8903 2.702 3.0406 3.7404 3 3 3 3 0 0 0 0 -0.61241 -0.37522 -0.1469 0.18871 1.5708 1.5698 -1.5675 1.5708 0.3901 0.1681 -0.0389 -0.2437 
248 1.8904 2.702 3.0406 3.7405 3 3 3 3 0 0 0 0 -0.61244 -0.37523 -0.1469 0.18872 1.5708 1.5698 -1.5675 1.5708 0.3901 0.1681 -0.0389 -0.2437 
249 1.8904 2.702 3.0407 3.7405 3 3 3 3 0 0 0 0 -0.61246 -0.37524 -0.1469 0.18873 1.5708 1.5698 -1.5675 1.5708 0.3901 0.1681 -0.0389 -0.2437 
250 1.8904 2.702 3.0407 3.7406 3 3 3 3 0 0 0 0 -0.61248 -0.37525 -0.1469 0.18874 1.5708 1.5698 -1.5675 1.5708 0.3901 0.1681 -0.0389 -0.2437 
251 1.8904 2.7021 3.0407 3.7406 3 3 3 3 0 0 0 0 -0.61251 -0.37526 -0.1469 0.18875 1.5708 1.5698 -1.5675 1.5708 0.3901 0.1681 -0.0389 -0.2437 
252 1.8904 2.7021 3.0407 3.7407 3 3 3 3 0 0 0 0 -0.61253 -0.37527 -0.1469 0.18877 1.5708 1.5698 -1.5675 1.5708 0.3901 0.1681 -0.0389 -0.2437 
253 1.8905 2.7021 3.0408 3.7407 3 3 3 3 0 0 0 0 -0.61255 -0.37528 -0.1469 0.18878 1.5708 1.5698 -1.5675 1.5708 0.3901 0.1681 -0.0389 -0.2437 
254 1.8905 2.7021 3.0408 3.7408 3 3 3 3 0 0 0 0 -0.61258 -0.37529 -0.1469 0.18879 1.5708 1.5698 -1.5675 1.5708 0.3901 0.1681 -0.0389 -0.2437 
255 1.8905 2.7021 3.0408 3.7408 3 3 3 3 0 0 0 0 -0.6126 -0.3753 -0.1469 0.1888 1.5708 1.5698 -1.5675 1.5708 0.3901 0.1681 -0.0389 -0.2437 
256 1.8905 2.7021 3.0408 3.7408 3 3 3 3 0 0 0 0 -0.61262 -0.37531 -0.1469 0.18881 1.5708 1.5698 -1.5675 1.5708 0.3901 0.1681 -0.0389 -0.2437 
257 1.8905 2.7021 3.0408 3.7409 3 3 3 3 0 0 0 0 -0.61265 -0.37532 -0.1469 0.18882 1.5708 1.5698 -1.5675 1.5708 0.3901 0.1681 -0.0389 -0.2437 
258 1.8906 2.7021 3.0409 3.7409 3 3 3 3 0 0 0 0 -0.61267 -0.37533 -0.1469 0.18883 1.5708 1.5698 -1.5675 1.5708 0.3901 0.1681 -0.0389 -0.2437 
259 1.8906 2.7022 3.0409 3.741 3 3 3 3 0 0 0 0 -0.61269 -0.37534 -0.1469 0.18885 1.5708 1.5698 -1.5675 1.5708 0.3901 0.1681 -0.0389 -0.2437 
260 1.8906 2.7022 3.0409 3.741 3 3 3 3 0 0 0 0 -0.61272 -0.37535 -0.1469 0.18886 1.5708 1.5698 -1.5675 1.5708 0.3901 0.1681 -0.0389 -0.2437 
261 1.8906 2.7022 3.0409 3.7411 3 3 3 3 0 0 0 0 -0.61274 -0.37536 -0.1469 0.18887 1.5708 1.5698 -1.5675 1.5708 0.3901 0.1681 -0.0389 -0.2437 
262 1.8906 2.7022 3.041 3.7411 3 3 3 3 0 0 0 0 -0.61276 -0.37537 -0.1469 0.18888 1.5708 1.5698 -1.5675 1.5708 0.3901 0.1681 -0.0389 -0.2437 
263 1.8907 2.7022 3.041 3.7412 3 3 3 3 0 0 0 0 -0.61279 -0.37538 -0.1469 0.18889 1.5708 1.5698 -1.5675 1.5708 0.3901 0.1681 -0.0389 -0.2437 
264 1.8907 2.7022 3.041 3.7412 3 3 3 3 0 0 0 0 -0.61281 -0.37539 -0.1469 0.1889 1.5708 1.5698 -1.5675 1.5708 0.3901 0.1681 -0.0389 -0.2437 
265 1.8907 2.7022 3.041 3.7413 3 3 3 3 0 0 0 0 -0.61283 -0.3754 -0.1469 0.18892 1.5708 1.5698 -1.5675 1.5708 0.3901 0.1681 -0.0389 -0.2437 
266 1.8907 2.7022 3.0411 3.7413 3 3 3 3 0 0 0 0 -0.61286 -0.37541 -0.1469 0.18893 1.5708 1.5697 -1.5675 1.5708 0.3901 0.1681 -0.0389 -0.2437 
267 1.8907 2.7023 3.0411 3.7414 3 3 3 3 0 0 0 0 -0.61288 -0.37542 -0.1469 0.18894 1.5708 1.5697 -1.5675 1.5708 0.3901 0.1681 -0.0389 -0.2437 
268 1.8908 2.7023 3.0411 3.7414 3 3 3 3 0 0 0 0 -0.6129 -0.37543 -0.1469 0.18895 1.5708 1.5697 -1.5675 1.5708 0.3901 0.1681 -0.0389 -0.2437 
269 1.8908 2.7023 3.0411 3.7415 3 3 3 3 0 0 0 0 -0.61293 -0.37544 -0.1469 0.18896 1.5708 1.5697 -1.5675 1.5708 0.3901 0.1681 -0.0389 -0.2437 
270 1.8908 2.7023 3.0411 3.7415 3 3 3 3 0 0 0 0 -0.61295 -0.37545 -0.1469 0.18897 1.5708 1.5697 -1.5675 1.5708 0.3901 0.1681 -0.0389 -0.2437 
271 1.8908 2.7023 3.0412 3.7415 3 3 3 3 0 0 0 0 -0.61297 -0.37546 -0.1469 0.18899 1.5708 1.5697 -1.5675 1.5708 0.3901 0.1681 -0.0389 -0.2437 
272 1.8909 2.7023 3.0412 3.7416 3 3 3 3 0 0 0 0 -0.61299 -0.37547 -0.1469 0.189 1.5708 1.5697 -1.5675 1.5708 0.3901 0.1681 -0.0389 -0.2437 
